taxyear,N,community,ratio1,ratio,value,erate,taxes,av,av1,appeal_flag,condo,tract2010,white,black,hispanic,nativ,asian,two,medhinc,college,poverty
2009-2015,178,Mount Greenwood,0.96637899,0.95485169,212000,0.013695234,2906.6899,20143,20288,0.02247191,0.011235955,740400,0.83928943,0.1199582,0.060188089,0.002298851,0.021316614,0.017136887,80912,0.16870286,0.0624668
2009-2015,57,Morgan Park,0.94511998,0.94511998,135000,0.014613697,2006.1801,12870,12956,0.052631579,0,750100,0.008439836,0.97564507,0.009404388,0.000241138,0.003858211,0.011815771,44868,0.1228212,0.28258109
2009-2015,89,Morgan Park,0.98369229,0.94818181,250000,0.013952662,3129.3601,22000,22000,0.12359551,0.16853933,750200,0.39107531,0.56554073,0.036256585,0.000309885,0.020762319,0.022311745,60833,0.30594435,0.070805207
2009-2015,103,Morgan Park,0.92926317,0.9234733,239000,0.013343225,3094.0601,21893,22118,0.019417476,0.009708738,750300,0.89249009,0.083399206,0.039525691,0.001185771,0.013043478,0.009881423,81607,0.30937973,0.008698941
2009-2015,118,Morgan Park,1.0201128,1.007587,203250,0.014399944,2941.575,20146,20334,0.050847456,0.016949153,750400,0.67331338,0.29079428,0.050515123,0.001329345,0.016616816,0.017946161,79808,0.29687247,0.070004858
2009-2015,112,Morgan Park,1.0819442,1.0718658,205000,0.015968988,3075.3,20755,20755,0.11607143,0.008928572,750500,0.19541779,0.77644879,0.026448786,0.000842318,0.009602426,0.017688679,49358,0.21687794,0.1182497
2009-2015,57,Morgan Park,0.98327589,0.98327589,109000,0.01371299,1690.98,11233,11233,0.087719299,0,750600,0.006791633,0.97392011,0.014669927,0.001086661,0.007606629,0.010594947,43450,0.13496932,0.27367297
2009-2015,83,O'Hare,1.1529524,1.1010345,153000,0.016291125,2319.7,16678,17442,0.25301206,0.92771083,760801,0.72424018,0.057079319,0.093896717,0.00074129,0.19075859,0.027180627,49397,0.32570818,0.20647149
2009-2015,136,O'Hare,1.0367889,1.0036,261000,0.015437794,2804.3701,27451.5,27565.5,0.13970588,0.3897059,760802,0.94815463,0.002636204,0.058435854,0,0.041739896,0.007469244,50288,0.21847606,0.087210611
2009-2015,239,O'Hare,1.3367307,1.2645148,101000,0.017548051,1722.74,12651,12936,0.12552302,0.7949791,760803,0.85359204,0.027100706,0.10904426,0.002405388,0.093489416,0.023412444,40722,0.17830925,0.20313329
2009-2015,288,Not in Chicago,0.96565521,0.93469512,213450,0.01956006,4094.1299,19623,20693.5,0.2326389,0.5763889,770201,0.7885986,0.025449609,0.11588056,0.002205633,0.16610111,0.017645063,60650,0.24606925,0.052925508
2009-2015,350,Not in Chicago,1.0477393,1,152000,0.019988917,2865.8601,16086,16857,0.22857143,0.58857143,770202,0.9063518,0.010586319,0.077361561,0.003868078,0.062907167,0.016286645,57137,0.20424935,0.052515533
2009-2015,320,Not in Chicago,1.0740519,1.0391585,205000,0.021120571,4335.335,22281,22544.5,0.140625,0.159375,770300,0.87570083,0.012443594,0.10789006,0.003555313,0.092164636,0.01613565,61130,0.21319018,0.046569996
2009-2015,154,Not in Chicago,1.1016995,1.0655022,199750,0.021643354,4271.1948,21008.5,21543,0.21428572,0.27272728,770400,0.74872363,0.021309655,0.1864595,0.006437292,0.1900111,0.033518314,52629,0.18347199,0.078535773
2009-2015,6,Not in Chicago,1.430995,1.430995,213599.5,0.025371514,5782.1851,30500,30620,0.33333334,0,770500,0.61083865,0.017165277,0.71603727,0.020353114,0.31167239,0.039970573,37545,0.044257365,0.2301864
2009-2015,152,Not in Chicago,1.0701666,1.0202403,222500,0.023461934,5000.73,22472.5,22962,0.085526317,0,770601,0.84931928,0.011138614,0.12747525,0.004641089,0.11107673,0.023824258,82326,0.20025924,0.023007128
2009-2015,96,O'Hare,1.0940177,1.0312963,270100,0.02294755,6221.8252,28642,29346,0.083333336,0,770602,0.69895077,0.012510089,0.4642857,0.017554479,0.24354318,0.027441485,59563,0.16150959,0.15379933
2009-2015,71,Not in Chicago,0.95876318,0.95847458,255000,0.018196,3104.52,15463,15609,0.084507041,0.46478873,770700,0.87243563,0.010070869,0.19134651,0.002610966,0.08839985,0.026482657,42344,0.12049089,0.11305318
2009-2015,218,Not in Chicago,1.0837412,1.0458083,165000,0.026433889,3154.6101,16649.5,17648,0.18348624,0.36697248,770800,0.79881763,0.020064494,0.22948764,0.00519527,0.15621641,0.019706199,42468,0.15212604,0.12773167
2009-2015,335,Not in Chicago,1.0724982,0.98568749,230000,0.01840442,4287.1602,22504,23762,0.19402985,0.37014925,770901,0.88832593,0.00304013,0.078435346,0.002026753,0.088366434,0.018240778,49806,0.15355469,0.093728185
2009-2015,184,Not in Chicago,1.0363208,1.0123842,233000,0.019712958,4514.3848,24019,24248,0.10326087,0.29347825,770902,0.91905707,0.010508378,0.057654075,0.00028401,0.061062198,0.009088327,47792,0.12882541,0.081608862
2009-2015,221,Not in Chicago,0.95857984,0.88510478,1400000,0.018238615,22390.971,111497,118873,0.26696834,0,800100,0.96568829,0.004960727,0.025630426,0.000413394,0.025217032,0.003720546,227778,0.55778491,0.020465489
2009-2015,635,Not in Chicago,0.92650586,0.90648818,765000,0.018637804,13562.2,67083,69066,0.19527559,0.061417323,800200,0.92918253,0.015367554,0.026932826,0.001108999,0.035646386,0.01869455,170938,0.53932941,0.066095866
2009-2015,386,Not in Chicago,0.9084388,0.88724691,936500,0.017214585,15814.961,80423,85733,0.20984456,0.12435233,800300,0.95087117,0.003998858,0.021422451,0.001999429,0.035704084,0.00742645,152143,0.53283805,0.002377415
2009-2015,418,Not in Chicago,0.92469853,0.90505016,1158500,0.01806834,18646.18,96499.5,103812,0.25598085,0.059808612,800400,0.94816589,0.003189793,0.02020202,0.000797448,0.032429557,0.015417331,222356,0.52016765,0.027763227
2009-2015,508,Not in Chicago,0.91822201,0.89458185,909000,0.017586265,14964.425,80035,83987.5,0.19291338,0.08858268,800500,0.94592941,0.00122424,0.025504999,0.00061212,0.03937972,0.012854519,206875,0.52747691,0.028680304
2009-2015,217,Not in Chicago,0.95063084,0.91029584,1150000,0.01925748,21315.76,107500,109596,0.22119816,0.004608295,800600,0.97624999,0.0025,0.015,0,0.014166667,0.007083334,236250,0.52796781,0.016498994
2009-2015,491,Not in Chicago,0.87288135,0.85089934,775000,0.016396223,11853.17,63336,65664,0.20773931,0.093686357,800700,0.90068161,0.003310613,0.030574489,0.000194742,0.075754628,0.020058423,200208,0.55455536,0.024532594
2009-2015,268,Not in Chicago,0.94429088,0.89865041,377500,0.015054945,5012.6797,30550.5,32176,0.30597016,0.43656716,800800,0.87080687,0.007706256,0.032638259,0.000453309,0.11242067,0.008612874,115213,0.49703062,0.058931019
2009-2015,280,Not in Chicago,0.9251498,0.90994656,385500,0.018041134,6586.0801,35559,35944.5,0.13214286,0,800900,0.665308,0.014039855,0.060235508,0.000679348,0.28759059,0.032382246,93850,0.46666667,0.046644665
2009-2015,393,Not in Chicago,0.91152418,0.89993334,459280,0.017233938,7857.9702,41528,42539,0.1653944,0.17048346,801000,0.7991035,0.00794621,0.033007335,0,0.17461288,0.018337408,101702,0.4953675,0.043236565
2009-2015,414,Not in Chicago,0.88568574,0.87184829,635500,0.017188977,10650.475,55066,57557,0.14251208,0.024154589,801100,0.91177094,0.006150583,0.024814421,0.001696713,0.054082714,0.026299046,135556,0.49956971,0.006239243
2009-2015,383,Not in Chicago,0.95069861,0.90689629,820000,0.017322073,12397.7,73010,75971,0.33159268,0.32898173,801200,0.95573723,0.004510854,0.013250634,0,0.030448265,0.009303637,174088,0.60016882,0.004783343
2009-2015,395,Not in Chicago,0.91080314,0.87631112,720000,0.017543359,11762.43,63284,64976,0.21518987,0.10126583,801300,0.91221106,0.012374504,0.035489142,0.000700444,0.05650245,0.018211534,108750,0.4984659,0.027613878
2009-2015,207,Not in Chicago,0.85537547,0.84113431,400000,0.016056351,6499.0298,35943,36890,0.10144927,0,801400,0.81055158,0.015416238,0.035286058,0.002055499,0.15347722,0.018499486,111125,0.45868465,0.026981451
2009-2015,478,Not in Chicago,0.97722971,0.9399271,363750,0.016996019,5676.9648,33758,35368.5,0.18619247,0.29497907,801500,0.88512146,0.015519568,0.031207828,0.000168691,0.086032391,0.013157895,75724,0.41990447,0.06321656
2009-2015,312,Not in Chicago,0.9217459,0.90810728,432250,0.017840561,7216.6846,40019.5,41867,0.17628205,0.13141026,801601,0.86679262,0.003070383,0.029050544,0,0.11903637,0.011100614,102067,0.49173257,0.012700695
2009-2015,147,Not in Chicago,1.0636846,1,287500,0.018620221,5204.5601,29300,30273,0.25850341,0.3877551,801603,0.60648507,0.034241244,0.08560311,0.001037614,0.33099869,0.027237354,57647,0.3540841,0.093825899
2009-2015,458,Not in Chicago,0.95384693,0.92118454,425000,0.017577551,6894.21,40279,41061,0.20742358,0.34497815,801605,0.86301124,0.00375067,0.020003572,0.000357207,0.12287909,0.010001786,95278,0.47151384,0.03508772
2009-2015,616,Not in Chicago,0.95066702,0.91719669,361250,0.015866913,4956.4902,31179.5,33557.5,0.28896105,0.49188313,801606,0.84718102,0.007088691,0.021430926,0.000824266,0.13484998,0.01005605,105405,0.48884398,0.030815862
2009-2015,254,Not in Chicago,0.94305933,0.93000364,529125,0.017665649,9049.5703,46833,49239.5,0.16929133,0.078740157,801607,0.7160961,0.012672593,0.03801778,0.000378286,0.25572157,0.015131455,87153,0.41515496,0.029289493
2009-2015,458,Not in Chicago,0.94771385,0.89083898,407500,0.017215408,6731.5498,36647,40239.5,0.29039302,0.4628821,801608,0.79311395,0.005484461,0.02285192,0.000457038,0.19363193,0.007312615,115294,0.4863461,0.06704966
2009-2015,247,Not in Chicago,0.88786089,0.87247723,545000,0.016656846,9143.8496,47782,48339,0.11740891,0,801701,0.89270389,0.00026824,0.027896997,0.000536481,0.087982833,0.018508583,128250,0.45295984,0.01294926
2009-2015,426,Not in Chicago,0.88800752,0.85777444,413000,0.015943225,6265.0547,36469,38231.5,0.21126761,0.20892018,801702,0.89124382,0.003425391,0.024191821,0.000856348,0.090558767,0.01391565,113051,0.4966116,0.077085979
2009-2015,518,Not in Chicago,0.94831514,0.91946393,557500,0.016785517,8800.9102,51649,52899,0.18532819,0.090733588,801800,0.89909238,0.00818651,0.02900872,0.000355935,0.081509165,0.010856024,115724,0.53846854,0.016062791
2009-2015,388,Not in Chicago,0.9285239,0.88676178,341500,0.016719159,5087.7646,29826,30574,0.31443298,0.63402063,801901,0.83176929,0.016479744,0.14854658,0.002288853,0.13504234,0.014419775,76875,0.42010894,0.031093962
2009-2015,301,Not in Chicago,0.88984209,0.85089189,577500,0.016742906,9318.5098,49948,51207,0.18272425,0.063122921,801902,0.92770708,0.00124108,0.035991311,0.00062054,0.05739994,0.013031337,142850,0.43733248,0.015134795
2009-2015,292,Not in Chicago,1.0019889,0.96892583,405000,0.018787,7140.2646,39833,40228,0.14383562,0.023972603,802002,0.85308617,0.009465588,0.051271938,0.003155196,0.12206665,0.012226385,101047,0.37058991,0.054116074
2009-2015,148,Not in Chicago,0.98885232,0.97766727,393750,0.01885099,6800.9849,35768,39103.5,0.18243243,0.1418919,802003,0.7585693,0.013785395,0.16952311,0,0.21497765,0.012667661,86302,0.38146099,0.054548923
2009-2015,368,Not in Chicago,0.97863889,0.92183876,120500,0.015977174,1772.3049,10274.5,10786,0.32608697,0.88315219,802004,0.61772907,0.037167814,0.18621074,0.000929195,0.32020071,0.02397324,51905,0.30125204,0.17146134
2009-2015,234,Not in Chicago,0.88172793,0.8613953,495000,0.016009409,7870.2451,42582.5,44685,0.15384616,0.03846154,802100,0.93366921,0.005597537,0.029946823,0.002518892,0.043380912,0.014833474,133162,0.44021741,0.014588101
2009-2015,447,Not in Chicago,0.94355935,0.90551239,430000,0.017100845,6986.23,40249,41731,0.18568233,0.3489933,802200,0.93424034,0.004535148,0.033786848,0.001814059,0.04648526,0.01292517,119145,0.48979121,0.030453339
2009-2015,322,Not in Chicago,0.88925493,0.8492319,702500,0.0172185,11413.064,60498.5,61405.5,0.29192546,0.33850932,802300,0.79958677,0.022520661,0.049173553,0.000413223,0.15495868,0.022520661,95653,0.45970207,0.086218804
2009-2015,239,Not in Chicago,1.0564522,1.0011209,210000,0.025387777,5661.9902,23359,24696,0.29288703,0.26778242,802402,0.70898151,0.017008919,0.31673926,0.009956441,0.23978427,0.024268825,39557,0.28629857,0.23865031
2009-2015,188,Not in Chicago,0.92100644,0.83316213,145000,0.020745609,3132.625,12009,13260,0.55319148,0.97872341,802403,0.85561115,0.011436741,0.039313797,0.002144389,0.11651179,0.014295925,57756,0.38314727,0.029528268
2009-2015,262,Not in Chicago,0.98595673,0.88179749,105750,0.021900278,2090.46,9151,9767,0.28625953,0.94656491,802404,0.65541101,0.023664545,0.35676724,0.007749792,0.28411293,0.029061722,46838,0.19849665,0.084354118
2009-2015,385,Not in Chicago,1.0698215,1,135000,0.024475668,3112.3501,13372,14657,0.25194806,0.58441556,802503,0.69548386,0.018225806,0.13290323,0.003225806,0.26258063,0.02048387,71432,0.33815521,0.034717496
2009-2015,285,Not in Chicago,1.0792,1.0552727,179000,0.028018029,4915.9502,20000,20052,0.063157894,0.028070176,802504,0.64929557,0.015603696,0.40933192,0.013634298,0.29965156,0.021814877,70664,0.19389209,0.068432502
2009-2015,232,Not in Chicago,1.0103917,0.94469756,140500,0.024696276,3412.5952,13635,13964,0.26724139,0.5991379,802505,0.61367619,0.038281705,0.5067212,0.016218586,0.29938632,0.032437172,57692,0.20032817,0.12641792
2009-2015,75,Not in Chicago,1.1115247,1.0931429,175000,0.026835419,4833.6899,19252,19373,0.14666666,0.12,802506,0.70015949,0.024720892,0.5119617,0.00677831,0.22966507,0.038676236,56354,0.12246446,0.16796209
2009-2015,506,Not in Chicago,1.0037937,0.94140542,240000,0.023897029,5730.3398,22953,24565.5,0.28063241,0.56916994,802605,0.83394617,0.011325195,0.054125607,0.000441241,0.14237387,0.011913517,77583,0.3720659,0.035573699
2009-2015,86,Not in Chicago,1.0519632,1,298500,0.02264541,7265.9849,31446.5,31657.5,0.15116279,0,802607,0.93213296,0.003462604,0.051246539,0,0.050554018,0.013850415,61563,0.18310358,0.014846236
2009-2015,582,Not in Chicago,0.98234928,0.91117954,197500,0.020296726,3958.7251,17391.5,18446,0.33505154,0.68556702,802608,0.90808821,0.009590793,0.039961636,0.001918159,0.069852941,0.010549872,63818,0.34949395,0.01567091
2009-2015,236,Not in Chicago,1.1148298,1.034884,74000,0.024036899,1722.3301,6998.5,7416.5,0.30508474,0.96186441,802609,0.59367073,0.022988506,0.43484101,0.005523212,0.34706673,0.030750858,49942,0.1672174,0.17551678
2009-2015,131,Not in Chicago,1.0435617,1.015,282000,0.026341578,7402.7002,27832,28607,0.14503817,0.076335877,802610,0.82995951,0.008675535,0.058415268,0,0.14227878,0.019086177,86042,0.25499231,0.027035329
2009-2015,303,Not in Chicago,0.98860526,0.96380699,279000,0.0246545,6399.4902,26865,27585,0.13861386,0.082508251,802701,0.73029345,0.015247411,0.2354718,0.00532221,0.22827964,0.020857308,88223,0.25313467,0.049564831
2009-2015,211,Not in Chicago,1.0303158,1,277500,0.023345789,6394.6602,27874,28469,0.12796208,0.080568723,802702,0.78946197,0.019786572,0.043574922,0.000222321,0.17763451,0.01289462,84830,0.27433255,0.032793779
2009-2015,372,Not in Chicago,0.96847862,0.95237607,285000,0.02264129,6429.1001,27830,28235.5,0.11827957,0.10752688,802801,0.92593366,0.010223242,0.087836429,0.000417275,0.049655747,0.013770081,84013,0.35734811,0.05952381
2009-2015,427,Not in Chicago,1.0055636,1,242500,0.021850625,5431.3101,23960,24156,0.1147541,0.065573767,802802,0.85638458,0.015923567,0.067788899,0,0.1058538,0.021838035,69598,0.2750918,0.024020808
2009-2015,395,Not in Chicago,0.95883334,0.94672793,335000,0.021898426,6896.2998,30138,30569,0.13417721,0.043037973,802900,0.94736844,0.003125,0.035855263,0.000164474,0.03799342,0.011348684,93920,0.38377407,0.039014038
2009-2015,146,Not in Chicago,0.94028121,0.92371547,300000,0.023967829,6807,27955.5,28627.5,0.19863014,0.28082192,803005,0.8888889,0.010169491,0.03992467,0.000376648,0.091148779,0.009416196,51250,0.33659565,0.070619844
2009-2015,321,Not in Chicago,0.98285055,0.95124185,245000,0.024429934,5575.8901,24300,25543,0.22741432,0.45794392,803007,0.88736421,0.006861064,0.042881645,0.000952925,0.09014675,0.014675053,98278,0.42217278,0.066750512
2009-2015,245,Not in Chicago,0.9570207,0.94653165,384500,0.021737458,8327.1699,36316,36694,0.14285715,0.11020408,803008,0.89558572,0.012733446,0.06366723,0.000636672,0.078522921,0.012521222,99044,0.33879781,0.026143791
2009-2015,344,Not in Chicago,1.0268233,0.98375398,225388.5,0.024587445,5602.415,22367.5,22989,0.22674419,0.29651162,803010,0.87567359,0.009815242,0.084295616,0.001924557,0.090646654,0.021939954,90962,0.36240137,0.035960443
2009-2015,116,Not in Chicago,0.99653602,0.9642576,190250,0.022646654,4297.1553,16162,16436,0.12931034,0.76724136,803012,0.76001799,0.026564611,0.10580819,0.000450248,0.19765872,0.015308419,60407,0.42857143,0.019902699
2009-2015,383,Not in Chicago,1.0069166,0.98903447,167000,0.023530724,3641.51,16155,17689,0.16710183,0.61096609,803013,0.87520647,0.006606717,0.078363001,0.004220958,0.092677556,0.021288309,79054,0.36930275,0.055217594
2009-2015,196,Not in Chicago,1.0301827,0.99481094,155000,0.021251027,2601.96,14095.5,14916,0.27040815,0.55612242,803014,0.76851314,0.011370262,0.19183673,0.00058309,0.20087464,0.018658891,64400,0.32325777,0.080604531
2009-2015,301,Not in Chicago,0.98900002,0.95273232,240000,0.021854427,5148.27,23904,25039,0.32225913,0.50166112,803015,0.88024223,0.018389773,0.080062792,0.001569859,0.087463558,0.012334604,73398,0.3314845,0.084176183
2009-2015,66,Not in Chicago,0.95876193,0.93878043,325000,0.021860823,7587.4102,31897,32044,0.15151516,0.10606061,803016,0.7716018,0.025265286,0.062152602,0,0.1859525,0.017180394,71400,0.3784689,0.041626792
2009-2015,334,Not in Chicago,0.98363328,0.93344623,275000,0.02180738,5859.105,25501,26584.5,0.28443113,0.45209581,803017,0.80290526,0.021294156,0.11323869,0.000990426,0.15401122,0.020798944,69773,0.37969926,0.04289132
2009-2015,245,Not in Chicago,0.90282696,0.90282696,312000,0.020657999,6292.7798,28206,28580,0.11020408,0.093877554,803100,0.94331396,0.00755814,0.036337208,0.000581395,0.035465118,0.013081395,103068,0.38294733,0.024782415
2009-2015,265,Not in Chicago,0.97622263,0.95412201,280000,0.021103138,6111.46,26637,26772,0.13962264,0.00754717,803200,0.93591118,0.008592911,0.042069461,0.00179019,0.040816326,0.012889367,88966,0.32255834,0.021780467
2009-2015,488,Not in Chicago,0.91906387,0.88018918,257750,0.020523913,5425.4502,24243.5,24868,0.27254099,0.57786888,803300,0.86902398,0.010824463,0.057550061,0.003788562,0.10138914,0.014973841,54017,0.4052465,0.059882406
2009-2015,447,Not in Chicago,0.92308092,0.90274578,358000,0.020958066,7180.4102,33080,33634,0.10961968,0.067114092,803400,0.92622179,0.010338346,0.032894738,0.000626566,0.049498748,0.013314537,92850,0.34208244,0.019232284
2009-2015,407,Not in Chicago,0.94734752,0.91726369,310000,0.020742236,6097.8101,28385,29113,0.15970516,0.1891892,803500,0.93961811,0.004300705,0.038018234,0.000344056,0.041114744,0.014622398,89679,0.40935671,0.010192147
2009-2015,404,Not in Chicago,1.0270879,0.99459875,400000,0.023762172,8932.9551,38106,39917,0.24257426,0.11633664,803603,0.80462152,0.011109465,0.02651459,0.000444379,0.16871575,0.015108873,122300,0.42179748,0.013422819
2009-2015,238,Not in Chicago,1.0088005,0.96544445,252000,0.022419201,4470.6904,26131.5,26488.5,0.2647059,0.39495799,803604,0.86787206,0.020166898,0.091562353,0.001622624,0.093184978,0.017153453,73797,0.32483852,0.051203758
2009-2015,328,Not in Chicago,1.0347564,0.99431205,276500,0.023457378,6600.395,28074.5,28753.5,0.14329268,0.25609756,803605,0.74851787,0.027299048,0.16158831,0.00206811,0.19591893,0.026196057,96929,0.35280502,0.074482568
2009-2015,288,Not in Chicago,1.1333783,1.041683,74012.5,0.022903919,1673.4399,7551,8724,0.2673611,0.91666669,803606,0.55918908,0.046216965,0.61276698,0.005430192,0.35103175,0.038132016,36837,0.13363625,0.35640219
2009-2015,274,Not in Chicago,1.0247886,1,260000,0.02379651,6112.2197,26005,26378.5,0.087591238,0.047445256,803607,0.9018203,0.009101472,0.060999226,0.000580945,0.076878391,0.0116189,93309,0.3451336,0.031831775
2009-2015,348,Not in Chicago,1.0879796,1.034191,308500,0.021300539,6576.7998,35698.5,37646,0.19827586,0.30747128,803608,0.77654928,0.053371552,0.12626262,0.002866503,0.14155065,0.025662025,77171,0.34270826,0.067205556
2009-2015,558,Not in Chicago,1.0287166,0.99976212,216250,0.023660276,4614.7051,21580,23151,0.21505377,0.32437277,803610,0.78035563,0.030980827,0.088080019,0.00166713,0.16726868,0.019727701,76143,0.37447742,0.073881157
2009-2015,256,Not in Chicago,1.0151812,0.949628,125000,0.02066391,2489.1201,11233.5,11860.5,0.2890625,0.78515625,803611,0.61338353,0.044666231,0.47284031,0.00703534,0.30022904,0.034685865,55230,0.19784443,0.094744757
2009-2015,80,Not in Chicago,1.023608,0.99507904,222000,0.022598859,2808.0352,12352.5,13461,0.3125,0.52499998,803612,0.58880091,0.096153848,0.39309955,0.008484163,0.28337103,0.023190046,58977,0.17033046,0.10569224
2009-2015,257,Not in Chicago,0.98540145,0.95710206,241000,0.021746991,4637.54,22209,23664,0.22178988,0.46303502,803701,0.84584105,0.015526802,0.080221809,0.000369686,0.12273567,0.015526802,66333,0.45526317,0.05075188
2009-2015,487,Not in Chicago,0.97133332,0.90450001,275000,0.021965735,5606.7402,23422,25864,0.29158109,0.42710471,803702,0.85179853,0.009272582,0.080255799,0.004636291,0.11830536,0.01598721,88304,0.4146792,0.035774268
2009-2015,324,Not in Chicago,1.0003529,0.97515154,215000,0.022787068,5089.8101,21031.5,21452.5,0.1574074,0.098765433,803800,0.89015871,0.00973545,0.10603175,0.001058201,0.078518517,0.020529101,79671,0.28621617,0.073982231
2009-2015,367,Not in Chicago,1.0521009,0.95866668,130000,0.021561563,2789.26,12847,14080,0.34604904,0.78474116,803901,0.85341829,0.013325608,0.094148323,0.002896871,0.10863268,0.021726536,58333,0.28417104,0.046511628
2009-2015,193,Not in Chicago,1.0476604,1.0304458,185000,0.023405388,4479.9902,19266,19505,0.046632126,0,803902,0.90862513,0.010247651,0.13919726,0.000853971,0.064901792,0.015371477,68194,0.16595985,0.041277919
2009-2015,319,Not in Chicago,1.1366055,1.0682162,170000,0.024524784,4315.4702,18253,18818,0.094043888,0.26018807,804000,0.87464571,0.007848267,0.14366688,0.001962067,0.097667322,0.017876608,64727,0.15740329,0.043574922
2009-2015,515,Not in Chicago,0.96781445,0.94811928,461000,0.022720193,11040.53,44126,45101,0.21359223,0.16893204,804102,0.8717289,0.005720006,0.03045903,0.001001001,0.10839411,0.013156014,123611,0.46420208,0.03945221
2009-2015,287,Not in Chicago,1.0098343,0.99712729,250000,0.023719952,6246.5898,26015,26474,0.1184669,0,804104,0.68755019,0.015060241,0.042971887,0.001606426,0.27690762,0.018875502,87485,0.32037109,0.055467825
2009-2015,194,Not in Chicago,1.0107775,1,315000,0.023606148,7244.2148,30620,30922,0.092783503,0,804105,0.84525001,0.0105,0.03025,0.00075,0.12625,0.01725,125981,0.3642118,0.015824711
2009-2015,541,Not in Chicago,1.0026051,0.97626317,268000,0.023779368,6338.5498,26403,27369,0.23105361,0.2754159,804106,0.74402052,0.007545558,0.042853076,0.000569476,0.23063782,0.017226651,97712,0.38418403,0.026024442
2009-2015,57,Not in Chicago,0.98626208,0.94603473,138000,0.02112304,2585.3301,13038,14034,0.2631579,0.59649122,804108,0.47254446,0.097963393,0.10260376,0.003609178,0.39778292,0.028100025,57559,0.49462366,0.092393465
2009-2015,187,Not in Chicago,1.0653431,1.0001464,375000,0.025720818,9195.8799,37627,38566,0.17647059,0.042780749,804109,0.88087988,0.014890017,0.04433164,0.001353638,0.082233503,0.020642977,86538,0.35864908,0.056917537
2009-2015,509,Not in Chicago,1.0206618,1,700000,0.018007843,12876.14,70851,74308,0.15520629,0.015717093,804201,0.80056286,0.008931849,0.027162608,0.001712957,0.17300868,0.015783679,136528,0.49842232,0.074466743
2009-2015,508,Not in Chicago,0.98456293,0.96432215,391500,0.017268069,6803.04,38163,38921,0.15944882,0.08858268,804202,0.80209029,0.010183572,0.042744204,0.001205949,0.16521506,0.021305105,115112,0.44729307,0.043857366
2009-2015,345,Not in Chicago,1.0430654,1.0153333,152000,0.026553772,4122.3398,15831,16134,0.14202899,0.27826086,804305,0.70385253,0.042682927,0.32039911,0.007899113,0.21563193,0.029933481,68356,0.12360757,0.071399815
2009-2015,285,Not in Chicago,1.1729286,1.1367586,139900,0.030763699,4302.2002,16162,16418,0.13333334,0,804306,0.73921639,0.028396837,0.41912293,0.019949676,0.18475917,0.027677929,61250,0.10865434,0.054931767
2009-2015,412,Not in Chicago,1.0303291,0.99482751,151000,0.023941368,3681.76,14629,15666,0.22572815,0.55825245,804308,0.67699599,0.043018594,0.13361283,0.002551951,0.25483048,0.02260299,76950,0.34858793,0.029452885
2009-2015,111,Not in Chicago,1.1147009,1.1097355,155000,0.028842485,4452.5498,17092,17180,0.11711711,0,804309,0.63839006,0.046130031,0.40247679,0.015170279,0.26687306,0.033436533,55174,0.14330809,0.09375
2009-2015,479,Not in Chicago,1.0449542,1.007621,191000,0.026457669,5139.7402,20095,20570,0.17745303,0.22338204,804310,0.67341548,0.029819543,0.15459947,0.003080986,0.26496479,0.028719191,88443,0.32962501,0.049926739
2009-2015,473,Not in Chicago,1.0029351,0.96366519,250000,0.024109175,6001.52,24894,26210,0.1987315,0.3192389,804311,0.6140157,0.030927835,0.19268532,0.00503191,0.32277858,0.02724595,96055,0.25219092,0.019796986
2009-2015,312,Not in Chicago,1.0628043,1.0136477,192250,0.027031705,5154.8447,20190.5,20450,0.17948718,0.16987179,804403,0.65857989,0.055177514,0.2862426,0.007248521,0.24556214,0.033431951,69375,0.29556271,0.11223707
2009-2015,192,Not in Chicago,1.1625431,1.1411043,148000,0.029691435,4634.8701,18073,18090.5,0.109375,0,804404,0.63711065,0.032868337,0.53449267,0.014523218,0.28626028,0.029237531,71912,0.094940901,0.077163123
2009-2015,46,Not in Chicago,1.1659472,1.1513677,136250,0.02933633,4093.8901,17020,17741.5,0.086956523,0.17391305,804405,0.51796812,0.15455282,0.57984328,0.017292624,0.26641449,0.043771952,44113,0.070230611,0.20754717
2009-2015,211,Not in Chicago,1.0938158,1.0812329,125000,0.028736858,3507.1399,14959,15131,0.075829387,0.3364929,804406,0.61709619,0.049463741,0.46870497,0.009444533,0.28845847,0.035537057,73487,0.17714331,0.10063885
2009-2015,203,Not in Chicago,1.032444,1.000088,169700,0.025625188,3686.4399,16546,17659,0.23645321,0.408867,804505,0.81310362,0.044113807,0.1440877,0.004437484,0.11041503,0.027930044,65461,0.20686911,0.027052116
2009-2015,250,Not in Chicago,1.0594051,1.0383102,252750,0.028621253,7068.4346,26330,26867,0.148,0,804506,0.75480682,0.036257096,0.087346643,0.002563633,0.18421535,0.022157114,92399,0.32599866,0.058173575
2009-2015,735,Not in Chicago,0.98083872,0.96034575,228000,0.025578303,5438.3301,21143,21383,0.15102041,0.21088435,804507,0.66658652,0.030448718,0.089503206,0.002163462,0.27540064,0.02540064,99423,0.32292226,0.047491003
2009-2015,97,Not in Chicago,1.1376849,1.0861496,130000,0.027523333,3709.8,14248,14677,0.12371134,0.22680412,804508,0.54812837,0.090909094,0.44563279,0.019607844,0.2963458,0.045008913,56048,0.14606021,0.38052529
